ごるふをするおんな	ごるふをするおんな 🏌️‍♀️
くつ	くつ 👞 👟 👟 👠 👠 👡 👢 🥾 🩰 🩴
うちっぱなし	うちっぱなし 🏌️
くり	くり 🌰 🌰
和菓子	和菓子 🍡
表情（悲しい）	表情（悲しい） 😢
コスタリカ	コスタリカ 🇨🇷
くろ	くろ ▪️ ◼️ ◾️ ⚫️ ⬛️ 🏴 🐈‍⬛ 🐦‍⬛ 🖤
まくどなるどしょとう	まくどなるどしょとう 🇭🇲
ひだりうえ	ひだりうえ ↖️
自転車に乗る人	自転車に乗る人 🚴
さるさ	さるさ 💃 🕺
スレートグレー	スレートグレー 🩶
ろっくかくにん	ろっくかくにん 🔐
座席	座席 💺
有明月	有明月 🌘
リヒテンシュタイン	リヒテンシュタイン 🇱🇮
あそびすき	あそびすき 🦦
ふざけたかお	ふざけたかお 🤪
せきしょくとう	せきしょくとう 🚨
くま	くま 🐻 🐻 🐻‍❄️ 🧸 🧸 🫩
ちゃいろいくつ	ちゃいろいくつ 🥾
メキシカン	メキシカン 🌮 🌯 🫔
ほうりん	ほうりん ☸️
足す	足す ➕️
割れたハート	割れたハート 💔
とざんでんしゃ	とざんでんしゃ 🚞
ぶるーぼねっと	ぶるーぼねっと 🪻
新生児	新生児 🍼 👨‍🍼 👩‍🍼 👶 🧑‍🍼
ぱんだ	ぱんだ 🐼
ぱんち	ぱんち 👊 🤛 🤜
りぼるばー	りぼるばー 🔫
マラリア	マラリア 🦟
ぱんや	ぱんや 🥯
ぱんつ	ぱんつ 👖 🩲 🩳
2:30	2:30 🕝️ 🕝️
れすとらん	れすとらん 🍳 🍴
生物学	生物学 🧫 🧬
あるく	あるく 🚶 🚶‍♀️ 🚶‍♀️‍➡️ 🚶‍➡️
羽のはえたお札	羽のはえたお札 💸
ほごめがね	ほごめがね 🥽
ベリー	ベリー 🫐
操る	操る 🤹 🤹‍♂️
ふぉーまる	ふぉーまる 🤵
やけい	やけい 🌃 🌉
さうなにはいるひと	さうなにはいるひと 🧖
サのまーく	サのまーく 🈂️
頬を赤らめる	頬を赤らめる 😊
目がハートの猫	目がハートの猫 😻
ないす	ないす 😀 😁
表情（ぶんぶん）	表情（ぶんぶん） 😠
トイレマーク	トイレマーク 🚾
少し困った	少し困った 🙁
帆船	帆船 ⛵️
おんりょうだい	おんりょうだい 🔊
めりーごーらんど	めりーごーらんど 🎠
ちゃいろ	ちゃいろ 🟤 🟫 🤎
スイマー	スイマー 🏊️ 🏊‍♀️ 🏊‍♂️
ふきげんなひと	ふきげんなひと 🙎
あるば	あるば 🇦🇼
憂鬱	憂鬱 🫥
こうそくどうろ	こうそくどうろ 🛣️
赤毛の人	赤毛の人 🦰
ペン先	ペン先 ✒️
そふとくりーむ	そふとくりーむ 🍦
聞き耳	聞き耳 👂️
かに座	かに座 ♋️
もるたる	もるたる 🧱
上向きにすぼめた手	上向きにすぼめた手 🤌
ロシア	ロシア 🇷🇺 🪆
しなごーぐ	しなごーぐ 🕍
のんびり	のんびり 🦥 🦥
end	end 🔚 🔚
泣く	泣く 😢 😭 😿 🥲
おひつじ	おひつじ 🐏
海の生物	海の生物 🧜
ないふ	ないふ 🍴 🍽️ 🔪 🗡️
ガーガー	ガーガー 🪿
じゅしんちゅう	じゅしんちゅう 📨
星座（しし座）	星座（しし座） ♌️
おれんじのほん	おれんじのほん 📙
ぞんび	ぞんび 🧟 🧟‍♀️ 🧟‍♂️
爆弾	爆弾 💣️
急ぐ	急ぐ 🏃 🏃‍♀️ 🏃‍♀️‍➡️ 🏃‍➡️ 💨
かんき	かんき 🪟
シアン	シアン 🩵
急げ	急げ 💨
がすすたんど	がすすたんど ⛽️
ぼでぃびるだー	ぼでぃびるだー 🏋️
タマル	タマル 🫔
冷や汗笑顔	冷や汗笑顔 😅
ジャンプ	ジャンプ 🦘
10時	10時 🕙️
ホッケー	ホッケー 🏑 🏒
かいしゃいん	かいしゃいん 👔 👨‍💼 👩‍💼 🧑‍💼
スプマンテ	スプマンテ 🍾 🥂
花見(さくら）	花見(さくら） 🌸
エンゼル	エンゼル 👼
たいくつ	たいくつ 🥱
かんだ	かんだ 🪯
団子	団子 🎑
デザート	デザート 🍡 🍦 🍧 🍨 🍩 🍪 🍫 🍮 🍰
時計（1時）	時計（1時） 🕐️
吸血鬼	吸血鬼 ⚰️ 🦇 🧛 🧛‍♀️ 🧛‍♂️
トド	トド 🦭
かわいい	かわいい 💞 💞 💠 💠 🩵 🩵 🩷 🩷
5じ	5じ 🕔️
あんぜん	あんぜん 🔐 🛟 🦺
じにー	じにー 🧞
いいえ	いいえ 🙂‍↔️ 🙂‍↔️
りこーだー	りこーだー 🪈
でぃなー	でぃなー 🍴 🍽️
仏領ギアナ	仏領ギアナ 🇬🇫
マイクロバス	マイクロバス 🚐
カレンダー	カレンダー 📅 📆 🗓️
ぐれなだ	ぐれなだ 🇬🇩
東京タワー	東京タワー 🗼
困り	困り 😓
しょんぼり	しょんぼり 😔 😔
左右矢印	左右矢印 ↔️
レスリング大会	レスリング大会 🤼 🤼‍♀️ 🤼‍♂️
反射	反射 🦺 🪞
くじゃく	くじゃく 🦚
TMマーク	TMマーク ™️
えんさつ	えんさつ 💴
すかーふのじょせい	すかーふのじょせい 🧕
温度	温度 🌡️
けんせつちゅう	けんせつちゅう 🏗️
メキシコ料理	メキシコ料理 🌮 🌯
ふじんぼうし	ふじんぼうし 👒
四つ葉	四つ葉 🍀
アメリカ大陸	アメリカ大陸 🌎️
まえをむいているひよこ	まえをむいているひよこ 🐥
一つ目	一つ目 👁️
トラ	トラ 🐅 🐯
しんぞう	しんぞう 🩺 🫀
てでかく	てでかく ✍️
ポイ捨て禁止	ポイ捨て禁止 🚯
おまわりさん	おまわりさん 👮 👮‍♀️ 👮‍♂️
ろうそく	ろうそく 🕯️ 🕯️
すすき	すすき 🌾 🎑
うちあげはなび	うちあげはなび 🎆
いいね	いいね 👍️ 👍️
ひとつめ	ひとつめ 👁️
横目	横目 😒
バッテリー残量低下	バッテリー残量低下 🪫
きらきら	きらきら ✨️ ✨️ ❇️ 🌟 🌟 💖 💖 💫 💫 🪩
ドレス	ドレス 👗 🥻
おかし	おかし 🍘 🍦 🍧 🍨 🍩 🍪 🍫 🍬 🍭 🍮 🍰 🍿 🎂 🥧 🧁
にやっと笑う	にやっと笑う 😁
リビア	リビア 🇱🇾
がか	がか 🎨 👨‍🎨 👩‍🎨 🧑‍🎨
指差し確認右	指差し確認右 👉️
だんせいかしゅ	だんせいかしゅ 👨‍🎤
衛星アンテナ	衛星アンテナ 📡
差し出す	差し出す 🫴
シャボン玉	シャボン玉 🫧
どるきごう	どるきごう 💲
めがね	めがね 👓️ 👓️ 🕶️ 😎 🤓 🥸 🧐
がく	がく 🖼️
おかゆ	おかゆ 🥣 🥣
宝石	宝石 💎
営業日	営業日 🈺
じゅうごや	じゅうごや 🎑
おかね	おかね 💰️ 💱 💲 💳️ 💴 💵 💶 💷 💸 🤑 🧧 🪙 🫰
じゅうごよ	じゅうごよ 🎑
マウンテンバイクに乗る人	マウンテンバイクに乗る人 🚵
男性会社員	男性会社員 👨‍💼
自動車	自動車 🚗 🚘️ 🚙 🛞 🛻
あめーば	あめーば 🦠
くすくす	くすくす 🤭
おうし座	おうし座 ♉️ 🐂
げつがく	げつがく 🈷️
めがみ	めがみ 🗽
ＩＤマーク	ＩＤマーク 🆔
ゆきぐも	ゆきぐも 🌨️
ヤシの実	ヤシの実 🥥
冷たい	冷たい 🧊
ふらんすぱん	ふらんすぱん 🥖
りゃくだつ	りゃくだつ 🏴‍☠️
ビーチパラソル	ビーチパラソル 🏖️
くちなし	くちなし 😶
Rマーク	Rマーク ®️
スコットランド	スコットランド 🏴󠁧󠁢󠁳󠁣󠁴󠁿
うすげ	うすげ 👴
フライングディスク	フライングディスク 🥏
容器	容器 🪣 🫙
感激	感激 🥲
7時半	7時半 🕢️
南東	南東 ↘️
おうぞく	おうぞく 👑 🤴 🫅
数字	数字 🔢
感嘆符	感嘆符 ‼️ ❗️
にんじゃ	にんじゃ 🥷
スタジオマイク	スタジオマイク 🎙️
！	！ ‼️ ⁉️ ⚠️ ⚠️ ❕️ ❗️ ❗️
婦人服	婦人服 👚
おひつじ座	おひつじ座 ♈️ 🐏
＃	＃ #️⃣ 💢 💢
プエルトリコ	プエルトリコ 🇵🇷
レッドロブスター	レッドロブスター 🦞
数学	数学 🟰
＋	＋ ➕️
スピーカー音量小	スピーカー音量小 🔉
ユダヤ教	ユダヤ教 ✡️ 🔯 🕍 🕎
ジョリー・ロジャー	ジョリー・ロジャー 🏴‍☠️
にんじん	にんじん 🥕
／	／ ➗️
ずっとも	ずっとも 👯
０	０ 0️⃣
じゅにゅう	じゅにゅう 👨‍🍼 👩‍🍼 🤱 🧑‍🍼
キャラクター（挙手）	キャラクター（挙手） 🙋
１	１ 1️⃣
２	２ 2️⃣
ファーストフード	ファーストフード 🍔
くしゃみする顔	くしゃみする顔 🤧
３	３ 3️⃣
満マーク	満マーク 🈵
４	４ 4️⃣
すきゅーば	すきゅーば 🤿 🥽
５	５ 5️⃣
６	６ 6️⃣
穀物	穀物 🌾
女性の建設作業員	女性の建設作業員 👷‍♀️
７	７ 7️⃣
８	８ 8️⃣
きゃりーけーす	きゃりーけーす 🧳
９	９ 9️⃣
プログラマー	プログラマー 👨‍💻 👩‍💻
映画館	映画館 🎦
トイレ	トイレ 🚹️ 🚺️ 🚻 🚽 🚾 🪠
だがー	だがー 🗡️
？	？ ⁉️ ❓️ ❓️ ❔️
じとめ	じとめ 😒
こどもふたり	こどもふたり 🧑‍🧑‍🧒‍🧒 🧑‍🧒‍🧒
Ａ	Ａ 🅰️
Ｂ	Ｂ 🅱️
金髪	金髪 👩 👩‍🦰 👩‍🦱 👩‍🦲 👩‍🦳 👱 👱‍♀️ 👱‍♂️ 👵
ひっかけ	ひっかけ 🪝
ビリヤード	ビリヤード 🎱
牡牛	牡牛 🐂
だんせいのげいじゅつか	だんせいのげいじゅつか 👨‍🎨
11:00	11:00 🕚️ 🕚️
ビデオゲーム	ビデオゲーム 🎮️ 🕹️
Ｏ	Ｏ 🅾️
かすたーど	かすたーど 🍮
すけーとぼーど	すけーとぼーど 🛹
シューズ	シューズ 🩰
バター	バター 🧈
やぎゅう	やぎゅう 🦬
やぎざ	やぎざ ♑️ 🐐
びでおてーぷ	びでおてーぷ 📼
ひだりかーぶやじるし	ひだりかーぶやじるし ↪️
トロピカル	トロピカル 🍋‍🟩 🍍 🍹 🥭
自転車に乗る女	自転車に乗る女 🚴‍♀️
さーふぃんするおんな	さーふぃんするおんな 🏄‍♀️
みかづき	みかづき ☪️ 🌒 🌘 🌙 🌛
まいなす	まいなす ➖️
猫のキス	猫のキス 😽
仮面	仮面 🎭️
男のゾンビ	男のゾンビ 🧟‍♂️
くもり	くもり ☁️ ☁️ ⛅️ 🌥️ 🌦️ 🌫️
軽い	軽い 🪶
えれべーたー	えれべーたー 🛗
ホーム	ホーム 🏡
ろーどばいく	ろーどばいく 🚴
だんせいのまーく	だんせいのまーく ♂️
ばるかんのあいさつ	ばるかんのあいさつ 🖖
結晶	結晶 ❄️
くもん	くもん 😧
じーぱん	じーぱん 👖
かんどう	かんどう 🥲
かけがね	かけがね 🪝
パトカー	パトカー 🚓 🚔️ 🚨
ブルズアイ	ブルズアイ 🎯
かいわのふきだし	かいわのふきだし 💬
えいしゃき	えいしゃき 📽️
あおむらさき	あおむらさき 🪻
ホール	ホール ⛳️
フェイスマッサージ中の男	フェイスマッサージ中の男 💆‍♂️
時計（２時）	時計（２時） 🕑️
マウス	マウス 🐁 🖱️
記念日	記念日 👨‍❤️‍👨 👨‍❤️‍💋‍👨 👩‍❤️‍👨 👩‍❤️‍👩 👩‍❤️‍💋‍👨 👩‍❤️‍💋‍👩 💏 💑 💕 💝
2い	2い 🥈
びーず	びーず 🧿
みざる	みざる 🙈
救助隊	救助隊 ⛑️ 🧑‍🚒
けいかん	けいかん 👮 👮‍♀️ 👮‍♂️
びーち	びーち ⛱️ 🌴 🏖️ 👙
しんがぽーる	しんがぽーる 🇸🇬
えんげい	えんげい 🎭️
トーク	トーク 💬
ぶろんず	ぶろんず 🥉
はーとぶれいく	はーとぶれいく 💔
トーゴ	トーゴ 🇹🇬
ぶたの鼻	ぶたの鼻 🐽
ふきだしのめ	ふきだしのめ 👁️‍🗨️
onやじるし	onやじるし 🔛
さんかく	さんかく 🔺 🔻 🔼 🔽
びーと	びーと 🪘
庭付きの家	庭付きの家 🏡
障がい	障がい 👨‍🦯 👨‍🦯‍➡️ 👨‍🦼 👨‍🦼‍➡️ 👨‍🦽 👨‍🦽‍➡️ 👩‍🦯 👩‍🦯‍➡️ 👩‍🦼 👩‍🦼‍➡️ 👩‍🦽 👩‍🦽‍➡️ 🦮 🦯 🧏 🧏‍♀️ 🧏‍♂️ 🧑‍🦯 🧑‍🦯‍➡️ 🧑‍🦼 🧑‍🦼‍➡️ 🧑‍🦽 🧑‍🦽‍➡️ 🩼
びーる	びーる 🍺 🍻
えんげき	えんげき 🎭️
止めピン	止めピン 🧷
すぱげってぃ	すぱげってぃ 🍝
イカ	イカ 🦑
イヌ	イヌ 🐕️ 🐶
2じ	2じ 🕑️
うぃんくするかお	うぃんくするかお 😉
スロット（スリーセブン）	スロット（スリーセブン） 🎰
泣き笑い（ネコ）	泣き笑い（ネコ） 😹
ニウエ	ニウエ 🇳🇺
ぶろんど	ぶろんど 👩 👩‍🦰 👩‍🦱 👩‍🦲 👩‍🦳 👱 👱‍♀️ 👱‍♂️ 👵
縫う	縫う 🪡
にじゅうかんたんふ	にじゅうかんたんふ ‼️
快速艇	快速艇 🚤
びーふ	びーふ 🥩
ネズミ	ネズミ 🐀 🐁 🐭 🐹
ほっとした顔	ほっとした顔 😌
めーく	めーく 💄 🪞
11:30	11:30 🕦️ 🕦️
ぺーじにふせん	ぺーじにふせん 📑
イモ	イモ 🥔
ぼうるとすぷーん	ぼうるとすぷーん 🥣
はいそう	はいそう 📦️ 🚚
竜脚類	竜脚類 🦕
うそつき	うそつき 🤥
きかんしゃ	きかんしゃ 🚂
大泣き	大泣き 😭
オウム	オウム 🦜
ばたふらい	ばたふらい 🦋
せんとるしあ	せんとるしあ 🇱🇨
月極	月極 🈷️
しんせい	しんせい 🈸
メトロ	メトロ 🚇️
のめないみず	のめないみず 🚱
びっくりがお	びっくりがお 😯
だーつ	だーつ 🎯
１８きん	１８きん 🔞
麦わら帽子	麦わら帽子 👒
はしご	はしご 🪜 🪜
めーる	めーる ✉️ 📤️ 📥️ 📧 📨 📩 📪️ 📫️
夜の都会	夜の都会 🌃
スイミング	スイミング 🏊️ 🏊‍♀️ 🏊‍♂️
いたりあ	いたりあ 🇮🇹
ぶーべとう	ぶーべとう 🇧🇻
はぐるま	はぐるま ⚙️
エクスクラメーションマーク	エクスクラメーションマーク ‼️ ❕️ ❗️ ❣️
ジャージー	ジャージー 🇯🇪
いたちょこ	いたちょこ 🍫
あかんぼう	あかんぼう 👶 🚼️
目玉焼き	目玉焼き 🍳
すろーする	すろーする 🤾 🤾‍♀️
ていきど	ていきど 🔅
ばりやふりー	ばりやふりー ♿️
えきべん	えきべん 🍱
ボルトとナット	ボルトとナット 🔩
ミニディスク	ミニディスク 💽
ドラム	ドラム 🥁 🪘
シールド	シールド 🛡️
はしる	はしる 🏃 🏃‍♀️ 🏃‍♀️‍➡️ 🏃‍➡️ 💨
しへい	しへい 💴 💵 💶 💷 💸
波浪	波浪 🌊
マトリョーシカ	マトリョーシカ 🪆
生理	生理 🩸
長椅子	長椅子 🛋️
ちきゅう	ちきゅう 🌍️ 🌎️ 🌏️ 🌐
よつばのくろーばー	よつばのくろーばー 🍀
えるく	えるく 🫎
ユーレイ	ユーレイ 👻
ゼブラ	ゼブラ 🦓
ぴにゃーた	ぴにゃーた 🪅
たいがー	たいがー 🐅
でんしゃしょうめん	でんしゃしょうめん 🚆
さむいかお	さむいかお 🥶
シルエット	シルエット 👤 👥 🗣️
ばいく	ばいく 🏍️ 🛵
グアテマラ	グアテマラ 🇬🇹
さーかすごや	さーかすごや 🎪
チンゲン菜	チンゲン菜 🥬
ぼくしんぐ	ぼくしんぐ 🥊
はにーぽっと	はにーぽっと 🍯
２４HOURS（コンビニ)	２４HOURS（コンビニ) 🏪
フラットシューズ	フラットシューズ 🥿
新幹線	新幹線 🚄 🚅
ゴルフをする男	ゴルフをする男 🏌️‍♂️
公園（噴水）	公園（噴水） ⛲️
信号	信号 🚥 🚦
ばいす	ばいす 🗜️
花札	花札 🎴
ぴくるす	ぴくるす 🥒
あかちょうちん	あかちょうちん 🏮
たからもの	たからもの 🏴‍☠️
ジーンズ	ジーンズ 👖
こぜにいれ	こぜにいれ 👛
かんがえこむかお	かんがえこむかお 😔
ぶるーじーんず	ぶるーじーんず 👖
しんしぐつ	しんしぐつ 👞
ますくがお	ますくがお 😷
えるふ	えるふ 🧝 🧝‍♀️ 🧝‍♂️
花束	花束 💐
つかれたかお	つかれたかお 😫
七面鳥	七面鳥 🦃
ベランダ	ベランダ 🪴
雪だるま	雪だるま ☃️ ⛄️
重量挙げをする人	重量挙げをする人 🏋️
ぶろーどばんど	ぶろーどばんど 🛜
ミルク	ミルク 🍼 🤱 🥛
あつい	あつい 🔥 🫠
ちょうだい	ちょうだい 🫴 🫴
南極	南極 🇦🇶
リップスティック	リップスティック 💄
手品	手品 🪄
消防車	消防車 🚒
現金自動預け払い機	現金自動預け払い機 🏧
あつぎ	あつぎ 🧣 🧥
ハイウェイ	ハイウェイ 🛣️
バンザイ	バンザイ 🙌
北西	北西 ↖️
男性の建設作業員	男性の建設作業員 👷‍♂️
引き出し	引き出し 🗄️
国際連合	国際連合 🇺🇳
あつさ	あつさ 🥵
セラピー	セラピー 💆
くちのないかお	くちのないかお 😶
ひじゃぶ	ひじゃぶ 🧕
てのひら	てのひら ✋️ 👐
さうじあらびあ	さうじあらびあ 🇸🇦
謎の人	謎の人 👤
ショッピングバッグ	ショッピングバッグ 🛍️
